ChEMBL ID,DrugBank ID,Name,ATC code(s),ATC therapeutic group,ATC status,pKa (acidic),SMILES,pKa (basic),pKa (exp.)_1,pKa (exp.)_2,pKa_comment,logP (pred.),logP (exp.),DyeLeS score,Fluorescent,First approval (year),Oral,MW,TPSA,HBD,HBA,lipinski_violations,lipinski_pass,ABCB1_Pgp_CHEMBL
CHEMBL1200737,DB09114,Colfosceril palmitate,R07AA01,Дыхательная система,Success,1.86,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,-6.7,,,,5.29,1.97,-0.8388144115,False,1990.0,0.0,734.05,111.19,0.0,8.0,2,False,
CHEMBL575060,DB00142,Glutamic acid,A09AB01,ЖКТ и обмен веществ,No ATC,1.88,N[C@@H](CCC(O)=O)C(O)=O,9.54,2.23,,2.23 (at 0 °C),-3.5,-3.69,-1.137255612,False,,,147.13,100.62,3.0,3.0,0,True,
CHEMBL3989915,DB11938,Difelikefalin,V03AX04,Прочие препараты,Success,1.92,CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O,10.26,,,,-0.86,,-1.206776135,False,,,679.86,222.97,7.0,8.0,3,False,
CHEMBL1543,DB00143,Glutathione,V03AB32,Прочие препараты,Success,1.94,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,9.22,,,,-4.9,-6.4,-1.20200792,False,,,307.33,158.82,6.0,6.0,2,False,
CHEMBL1200431,DB00789,Gadopentetic acid,V08CA01,Прочие препараты,Success,1.95,[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,8.82,,,,0.05,,0.3812289935,False,,,547.58,204.71,2.0,11.0,3,False,
,DB09425,Indium In-111 pentetate,V09AX01,Прочие препараты,,1.95,[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O,8.82,,,,0.11,,0.3812289935,False,,,501.23,204.71,2.0,11.0,3,False,
CHEMBL1201768,DB08884,Gadoxetic acid,V08CA10,Прочие препараты,No Drug Record,1.98,[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O,9.99,6.8,8.0,6.8-8,1.24,,-0.07774509779,False,,,681.75,213.94,2.0,12.0,3,False,
CHEMBL3306201,DB09333,Iopodic acid,V08AC08; V08AC10,Прочие препараты,No Drug Record,1.99,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,4.16,4.8,,4.8,3.59,3.73,-0.02432732571,False,,,597.96,52.9,1.0,2.0,1,True,
CHEMBL1201243,,IPODATE,V08AC10; V08AC08,Прочие препараты,,1.99,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,4.16,,,,3.74,,-0.02432732571,False,1962.0,1.0,597.96,52.9,1.0,2.0,1,True,
CHEMBL1201300,DB09133,Iothalamic acid,V08AA04; V09CX03,Прочие препараты,Success,2.13,CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,-1.7,,,,2.27,,-0.759634442,False,1962.0,0.0,613.92,95.5,3.0,3.0,1,True,
CHEMBL1201291,DB09313,Ioxaglic acid,V08AB03,Прочие препараты,Success,2.13,CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I,-1.7,,,,0.58,,-0.5825569348,False,,,1268.88,194.24,6.0,7.0,3,False,
CHEMBL2107239,DB13444,Ioxitalamic acid,V08AA05,Прочие препараты,Success,2.13,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,-1.8,,,,1.36,,-0.714666888,False,,0.0,643.94,115.73,4.0,4.0,1,True,
CHEMBL930,DB00130,L-Glutamine,A16AA03,ЖКТ и обмен веществ,Success,2.15,N[C@@H](CCC(N)=O)C(O)=O,9.31,2.17,,2.17,-3.3,-3.64,-1.374315681,False,2004.0,1.0,146.15,106.41,3.0,3.0,0,True,
CHEMBL350221,DB02959,Oxitriptan,N06AX01,Нервная система,Success,2.15,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,9.18,,,,-1.6,,-0.8108958989,False,,,220.23,99.34,4.0,3.0,0,True,
CHEMBL1736,DB09346,Metrizoic acid,V08AA02,Прочие препараты,Success,2.16,CN(C(C)=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,-3.9,,,,2.18,,-0.6611161108,False,1982.0,0.0,627.94,86.71,2.0,3.0,1,True,
CHEMBL1201220,DB00271,Diatrizoate,V08AA01,Прочие препараты,Success,2.17,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,-4.2,,,,2.27,3.3,-0.4436880378,False,1954.0,1.0,613.92,95.5,3.0,3.0,1,True,
CHEMBL830,DB06243,Eflornithine,D11AX16; L01XX79; P01CX03,Дерматологические препараты,Success,2.19,NCCCC(N)(C(F)F)C(O)=O,10.2,,,,-2.0,,0.4151245954,False,1990.0,1.0,182.17,89.34,3.0,3.0,0,True,
CHEMBL302795,DB00469,Tenoxicam,M01AC02,Костно-мышечная система,Success,2.21,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,4.26,,,,2.42,1.9,0.4797894185,False,,,337.38,99.6,2.0,6.0,0,True,
CHEMBL1743,DB01066,Cefditoren,J01DD16,Противомикробные (системные),Success,2.27,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,3.69,,,,1.7,,-2.533444188,False,,,506.59,160.1,3.0,11.0,3,False,
CHEMBL1201239,DB08948,Iodamide,V08AA03,Прочие препараты,Success,2.28,CC(=O)NCC1=C(I)C(NC(C)=O)=C(I)C(C(O)=O)=C1I,-1.8,,,,2.55,,-1.072175219,False,1982.0,0.0,627.94,95.5,3.0,3.0,1,True,
CHEMBL2079699,DB05630,Sodium stibogluconate,P01CB02,Противопаразитарные препараты,No Drug Record,2.29,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO,-3.0,,,,-0.08,,-1.365877008,False,,,907.88,552.58,5.0,17.0,3,False,
CHEMBL773,DB00145,Glycine,B05CX03; A02AB07,Кровь и органы кроветворения,Success,2.31,NCC(O)=O,9.24,2.37,,2.37 (at 20 °C),-3.3,-3.21,-0.2141111188,False,1982.0,0.0,75.07,63.32,2.0,2.0,0,True,
CHEMBL3707208,DB14501,Ferrous glycine sulfate,B03AA01,Кровь и органы кроветворения,Success,2.31,[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O,9.24,,,,-1.5,,0.5005305723,True,,,302.04,206.9,4.0,8.0,1,True,
CHEMBL41632,DB03604,Tiratricol,H03AA04; D11AX08,Гормональные препараты (системные),Success,2.31,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,-3.7,,,,5.27,,-0.472156166,False,,,621.93,66.76,2.0,3.0,2,False,
CHEMBL1201327,DB09347,Acetrizoic acid,V08AA07,Прочие препараты,Success,2.33,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C=C1I,-4.5,,,,3.03,1.04,-0.9145906187,False,1982.0,0.0,556.86,66.4,2.0,2.0,1,True,
CHEMBL1749,DB14600,Edetate disodium anhydrous,S01XA05,Органы чувств,Success,2.35,[Na+].[Na+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,7.73,,,,-1.0,,0.4821071673,False,,,336.21,161.34,2.0,8.0,1,True,
CHEMBL1485,DB00125,Arginine,V03AF11; B05XB01,Прочие препараты,No ATC,2.41,N[C@@H](CCCNC(N)=N)C(O)=O,12.41,2.24,,2.24 (at 0 °C),-3.5,-4.2,-1.012659966,False,,,174.2,125.22,5.0,3.0,0,True,
CHEMBL44354,DB00438,Ceftazidime,J01DD02,Противомикробные (системные),Success,2.42,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,4.02,,,,-1.2,-1.6,-2.454871554,False,1985.0,0.0,546.59,191.22,3.0,11.0,3,False,
CHEMBL1201046,DB00923,Ceforanide,J01DC11,Противомикробные (системные),Success,2.46,[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,8.93,,,,-1.4,-3.7,-2.117534325,False,1984.0,0.0,519.57,193.63,4.0,10.0,2,False,
CHEMBL2103929,DB00256,Lymecycline,J01AA04,Противомикробные (системные),Success,2.51,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,9.77,2.5,,2.50±0.24,-0.27,-1.7,-1.373557255,False,,,602.64,242.98,9.0,12.0,4,False,
CHEMBL1201261,DB09340,Tyropanoic acid,V08AC09,Прочие препараты,Success,2.52,CCCC(=O)NC1=C(I)C=C(I)C(CC(CC)C(O)=O)=C1I,-3.9,,,,4.14,,-1.160158076,False,1969.0,1.0,641.03,66.4,2.0,2.0,1,True,
CHEMBL42336,DB00134,Methionine,V03AB26,Прочие препараты,Success,2.53,CSCC[C@H](N)C(O)=O,9.5,2.28,,2.28 (at 25 °C),-1.8,-1.87,-2.05902843,False,,,149.22,63.32,2.0,3.0,0,True,
CHEMBL766,DB01597,Cilastatin,J01DH51; J01DH56,Противомикробные (системные),No ATC,2.53,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O,9.14,,,,-0.29,,-1.753571027,False,1985.0,0.0,358.46,129.72,4.0,5.0,0,True,
CHEMBL54976,DB00150,Tryptophan,N06AX02,Нервная система,Success,2.54,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,9.4,7.38,,7.38 (at 25 °C),-1.1,-1.06,-0.8038521864,False,,0.0,204.23,79.11,3.0,2.0,0,True,
CHEMBL1541,DB00671,Cefixime,J01DD08,Противомикробные (системные),Success,2.54,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O,4.07,,,,0.25,,-3.026846006,False,1989.0,1.0,453.46,184.51,4.0,10.0,1,True,
CHEMBL1208422,DB11182,Rose bengal,S01JA02,Органы чувств,Success,2.55,OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12,1.89,,,,6.02,,1.099635149,True,1971.0,0.0,973.68,87.74,2.0,4.0,2,False,
CHEMBL1430,DB00859,Penicillamine,M01CC01,Костно-мышечная система,Success,2.56,[H][C@](N)(C(O)=O)C(C)(C)S,9.09,1.8,,1.8,-1.7,-1.78,-2.095526447,False,1970.0,1.0,149.22,63.32,3.0,3.0,0,True,
,DB16629,Serdexmethylphenidate,N06BA15,Нервная система,,2.56,[H][C@@]1(CCCCN1C(=O)OC[N+]1=CC=CC(=C1)C(=O)N[C@@H](CO)C([O-])=O)[C@H](C(=O)OC)C1=CC=CC=C1,-2.4,,,,-2.7,,-1.01776159,False,,,499.52,149.18,2.0,8.0,1,True,
CHEMBL1201224,DB00267,Cefmenoxime,S01AA31; J01DD05; S02AA18,Органы чувств,Success,2.62,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,3.53,,,,-0.13,-1.3,-3.232952024,False,1987.0,0.0,511.57,190.81,3.0,13.0,3,False,
CHEMBL3989974,DB14879,Cefiderocol,J01DI04,Противомикробные (системные),Success,2.64,[H][C@]12SCC(C[N+]3(CCNC(=O)C4=C(Cl)C(O)=C(O)C=C4)CCCC3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O,4.05,,,,1.84,-2.27,-2.398411866,False,2019.0,0.0,752.23,256.9,6.0,14.0,4,False,
CHEMBL1200439,DB09448,Iodohippurate sodium I-123,V09CX01,Прочие препараты,No Drug Record,2.65,[Na+].[O-]C(=O)CNC(=O)C1=CC=CC=C1[123I],-1.7,,,,1.51,,-0.7273659504,False,,,323.05,69.23,1.0,3.0,0,True,
CHEMBL1200763,DB09382,Iodohippurate sodium I-131,V09CX02,Прочие препараты,No Drug Record,2.65,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1,-1.7,,,,1.51,,-0.936152115,False,,,331.06,69.23,1.0,3.0,0,True,
CHEMBL528,DB01332,Ceftizoxime,J01DD07,Противомикробные (системные),Success,2.66,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,3.6,,,,0.4,,-3.352330751,False,1983.0,0.0,383.41,147.21,3.0,9.0,1,True,
CHEMBL446143,DB00129,Ornithine,A05BA06,ЖКТ и обмен веществ,Success,2.67,NCCC[C@H](N)C(O)=O,10.29,1.94,,1.94 (at 25 °C),-3.6,-4.22,-1.432766745,False,,,132.16,89.34,3.0,3.0,0,True,
CHEMBL65794,DB13682,Cefpirome,J01DE02,Противомикробные (системные),Success,2.67,[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,3.54,,,,-1.0,,-2.375164537,False,,,514.59,153.92,2.0,10.0,2,False,
CHEMBL898,DB00861,Diflunisal,N02BA11,Нервная система,Success,2.69,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,-6.3,,,,3.11,4.44,3.504596767,True,1982.0,1.0,250.2,57.53,2.0,2.0,0,True,
CHEMBL2105248,DB11107,Potassium bitartrate,A12BA03,ЖКТ и обмен веществ,Success,2.72,[K+].O[C@H]([C@@H](O)C([O-])=O)C(O)=O,-4.3,,,,-1.4,,-2.000884947,False,,,188.18,117.89,3.0,5.0,0,True,
CHEMBL2107781,DB13707,Sodium tartrate,A06AD21,ЖКТ и обмен веществ,Success,2.72,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,-4.3,,,,-1.9,,-1.163772479,False,,,194.05,120.72,2.0,6.0,0,True,
CHEMBL927,DB00535,Cefdinir,J01DD15,Противомикробные (системные),Success,2.73,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,3.61,9.7,,9.7,0.02,-3.47,-3.04101823,False,1997.0,1.0,395.42,158.21,4.0,9.0,1,True,
CHEMBL1730,DB00493,Cefotaxime,J01DD01,Противомикробные (системные),Success,2.73,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,3.58,,,,0.14,-0.5,-3.018829861,False,1981.0,0.0,455.47,173.51,3.0,11.0,2,False,
,DB15636,Zilucoplan,L04AJ06,Противоопухолевые препараты и иммуномодуляторы,,2.73,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CNC2=NC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)N(C)C(=O)[C@@H]1CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N1)C(C)(C)C)C1CCCCC1)C(O)=O)C(O)=O,11.9,,,,2.08,,-0.7289448057,False,,,3562.23,1074.38,28.0,52.0,4,False,
CHEMBL8085,DB00123,Lysine,B05XB03,Кровь и органы кроветворения,Success,2.74,NCCCC[C@H](N)C(O)=O,10.29,3.12,,3.12 (at 0 °C),-3.8,-3.05,-0.9984238188,False,,,146.19,89.34,3.0,3.0,0,True,
CHEMBL1200770,DB09403,Iocetamic acid,V08AC07,Прочие препараты,Success,2.74,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,1.58,,,,3.15,,-0.9364535146,False,1982.0,1.0,613.96,83.63,2.0,3.0,1,True,
CHEMBL1672,DB01416,Cefpodoxime,J01DD13,Противомикробные (системные),Success,2.75,[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,3.61,,,,0.05,,-3.119791895,False,,,427.46,156.44,3.0,10.0,1,True,
CHEMBL2338329,DB04847,Roxadustat,B03XA05,Кровь и органы кроветворения,Success,2.75,CC1=NC(C(=O)NCC(O)=O)=C(O)C2=C1C=C(OC1=CC=CC=C1)C=C2,3.84,,,,3.13,,-0.3393761472,False,2021.0,0.0,352.35,108.75,3.0,5.0,0,True,
CHEMBL2103749,DB00006,Bivalirudin,B01AE06,Кровь и органы кроветворения,No Drug Record,2.78,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,11.88,,,,-0.76,,-0.5650319485,False,,,2180.32,901.57,28.0,29.0,4,False,
CHEMBL573,DB00627,Niacin,C10AD52; C10AD02; C04AC01,Сердечно-сосудистая система,Success,2.79,OC(=O)C1=CN=CC=C1,4.19,4.75,,4.75 (at 25 °C),0.29,0.15,-0.08620177246,False,1982.0,1.0,123.11,50.19,1.0,2.0,0,True,
CHEMBL424,DB00936,Salicylic acid,S01BC08; D01AE12,Органы чувств,Success,2.79,OC(=O)C1=CC=CC=C1O,-6.3,2.97,,2.97,1.96,2.26,0.1128985676,False,,,138.12,57.53,2.0,2.0,0,True,interaction
CHEMBL2104095,DB14006,Choline salicylate,N02BA03,Нервная система,Success,2.79,C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O,-6.3,,,,-0.5,,-1.078877647,False,,,241.29,80.59,2.0,4.0,0,True,
CHEMBL2106755,DB01397,Magnesium salicylate,N02BA67,Нервная система,No ATC,2.79,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,-6.3,,,,2.86,,0.3469946233,False,,,298.53,120.72,2.0,6.0,0,True,
CHEMBL74632,DB04570,Latamoxef,J01DD06,Противомикробные (системные),Success,2.81,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,-1.7,,,,0.22,-0.58,-2.324992511,False,1982.0,0.0,520.48,206.3,4.0,11.0,3,False,
CHEMBL2110555,DB09137,Technetium Tc-99m mebrofenin,V09DA04,Прочие препараты,Success,2.81,[Tc].CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,2.14,,,,-0.39,,0.09574954747,False,,,485.23,106.94,3.0,4.0,0,True,
CHEMBL186,DB01413,Cefepime,J01DE01,Противомикробные (системные),Success,2.82,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,3.62,,,,-0.37,,-2.835233191,False,1996.0,0.0,480.57,150.04,2.0,10.0,1,True,
CHEMBL680,DB00833,Cefaclor,J01DC04,Противомикробные (системные),Success,2.83,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,7.23,,,,0.85,0.4,-2.540849923,False,1979.0,1.0,367.81,112.73,3.0,5.0,0,True,
CHEMBL1517,DB00595,Oxytetracycline,A01AB25; G01AA07; D06AA03; J01AA56; S01AA04; J01AA06,ЖКТ и обмен веществ,Success,2.84,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,7.41,3.27,,3.27 (at 25 °C),-0.99,-0.9,-1.50810663,False,1964.0,1.0,460.44,201.85,7.0,10.0,2,False,
CHEMBL1435,DB01327,Cefazolin,J01DB04,Противомикробные (системные),Success,2.84,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,0.26,,,,-0.4,-0.58,-3.095492961,False,1973.0,0.0,454.52,156.09,2.0,11.0,2,False,
CHEMBL1605,DB01415,Ceftibuten,J01DD14,Противомикробные (системные),Success,2.85,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O,4.68,,,,0.31,,-3.026722483,False,1995.0,1.0,410.43,162.92,4.0,8.0,1,True,
CHEMBL867,DB08946,Iopanoic acid,V08AC06,Прочие препараты,Success,2.85,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O,1.76,,,,3.93,,-1.175776314,False,1951.0,1.0,570.93,63.32,2.0,2.0,1,True,
CHEMBL404,DB01606,Tazobactam,J01CG02,Противомикробные (системные),Success,2.86,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,0.75,2.1,,2.1,-1.8,,-2.783135613,False,1993.0,0.0,300.3,122.46,1.0,6.0,0,True,
CHEMBL3989945,DB16310,Rezafungin,J02AX08,Противомикробные (системные),Success,2.86,[H][C@](C)(O)[C@]1([H])\N=C(O)/[C@]([H])(C[C@@]([H])(O)[C@@]([H])(OCC[N+](C)(C)C)\N=C(O)/[C@@]2([H])N(C[C@]([H])(C)[C@]2([H])O)C(=O)[C@@]([H])(\N=C(O)/[C@@]([H])(\N=C(O)/[C@]2([H])C[C@@]([H])(O)CN2C1=O)[C@]([H])(O)[C@@]([H])(O)C1=CC=C(O)C=C1)[C@@]([H])(C)O)\N=C(/O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1,2.1,,,,-1.0,,-1.418934867,False,,,1226.41,383.87,13.0,17.0,4,False,
,DB08818,Hyaluronic acid,S01KA51; S01KA01; D03AX05; M09AX01; R01AX09,Органы чувств,,2.87,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)C1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O,-3.9,3.0,4.0,3-4,-1.8,-6.62,0.6365941973,True,,,776.65,399.71,14.0,21.0,4,False,
CHEMBL1689772,DB12455,Omadacycline,J01AA15,Противомикробные (системные),Success,2.87,[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,10.54,,,,0.94,,-1.680323915,False,2018.0,1.0,556.66,176.66,6.0,10.0,3,False,
CHEMBL249837,DB00931,Metacycline,J01AA05,Противомикробные (системные),Success,2.88,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,7.44,,,,-0.46,-0.3,-1.730797417,False,1982.0,1.0,442.42,181.62,6.0,9.0,2,False,
CHEMBL1823872,DB09099,Somatostatin,H01CB01,Гормональные препараты (системные),Success,2.88,C[C@@H](O)[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC1=O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N)[C@@H](C)O,10.47,,,,-1.8,,-1.001606242,False,,,1637.91,613.23,22.0,23.0,4,False,interaction
CHEMBL1524273,DB13248,Phthalylsulfathiazole,A07AB02,ЖКТ и обмен веществ,Success,2.91,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,0.59,,,,2.22,,-0.5933599488,False,,0.0,403.44,125.46,3.0,6.0,0,True,
CHEMBL1013,DB00447,Loracarbef,J01DC08,Противомикробные (системные),Success,2.93,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,7.23,,,,0.55,0.5,-2.188268686,False,1991.0,1.0,349.77,112.73,3.0,4.0,0,True,
CHEMBL425,DB01250,Olsalazine,A07EC03,ЖКТ и обмен веществ,Success,2.93,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,-0.019,,,,2.77,2.3,0.2325822281,False,1990.0,1.0,302.24,139.78,4.0,6.0,0,True,
CHEMBL1591,DB00618,Demeclocycline,J01AA01; D06AA01,Противомикробные (системные),Success,2.94,[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O,9.04,,,,-0.4,0.2,-1.390582715,False,1960.0,1.0,464.86,181.62,6.0,9.0,2,False,
CHEMBL34259,DB00563,Methotrexate,L04AX03; L01BA01,Противоопухолевые препараты и иммуномодуляторы,Success,2.95,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,14.55,4.7,,4.7,-0.05,-1.85,-0.4158213288,False,1953.0,1.0,454.45,210.54,5.0,10.0,1,True,inhibitor; interaction
CHEMBL1436,DB01112,Cefuroxime,S01AA27; J01DC02,Органы чувств,Success,2.96,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O,-1.1,,,,-0.24,-0.16,-3.193689369,False,1983.0,0.0,424.39,173.76,3.0,9.0,1,True,
